danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,song_name,artist_name,hot?
0.739,0.627,9,-6.063,0,0.128,0.293,0.0,0.477,0.251,134.045,audio_features,20pJKlNIU3J1CrvhBr1kQ8,spotify:track:20pJKlNIU3J1CrvhBr1kQ8,https://api.spotify.com/v1/tracks/20pJKlNIU3J1CrvhBr1kQ8,https://api.spotify.com/v1/audio-analysis/20pJKlNIU3J1CrvhBr1kQ8,336149,4,"la ocasion (feat. arcangel, ozuna & anuel aa)","de la ghetto, mambo kingz, dj luian",not_hot
0.785,0.648,7,-8.818,0,0.0341,0.667,0.014,0.0839,0.528,120.027,audio_features,5Y235Sue7CGBCk6Llcqn2v,spotify:track:5Y235Sue7CGBCk6Llcqn2v,https://api.spotify.com/v1/tracks/5Y235Sue7CGBCk6Llcqn2v,https://api.spotify.com/v1/audio-analysis/5Y235Sue7CGBCk6Llcqn2v,147403,4,двигаться,raim,not_hot
0.3,0.606,5,-7.414,1,0.0331,0.169,0.0,0.368,0.664,200.232,audio_features,7peMyD0TLYIOfDOljjDAr5,spotify:track:7peMyD0TLYIOfDOljjDAr5,https://api.spotify.com/v1/tracks/7peMyD0TLYIOfDOljjDAr5,https://api.spotify.com/v1/audio-analysis/7peMyD0TLYIOfDOljjDAr5,164507,4,wij houden van oranje,andre hazes,not_hot
0.713,0.769,0,-6.613,0,0.0478,0.624,4.82e-05,0.296,0.876,150.027,audio_features,4DVPJXPqKLIon9BHklap1w,spotify:track:4DVPJXPqKLIon9BHklap1w,https://api.spotify.com/v1/tracks/4DVPJXPqKLIon9BHklap1w,https://api.spotify.com/v1/audio-analysis/4DVPJXPqKLIon9BHklap1w,219293,4,leci nowy future,taco hemingway,not_hot
0.752,0.743,10,-7.975,0,0.273,0.478,8.04e-05,0.0939,0.738,98.885,audio_features,3GGgcGLYrrpMENcwmsWvbM,spotify:track:3GGgcGLYrrpMENcwmsWvbM,https://api.spotify.com/v1/tracks/3GGgcGLYrrpMENcwmsWvbM,https://api.spotify.com/v1/audio-analysis/3GGgcGLYrrpMENcwmsWvbM,139594,4,mob,olexesh,not_hot
0.906,0.731,6,-7.021,0,0.0977,0.426,4.55e-06,0.0853,0.794,106.995,audio_features,5reQI13tWWYDLMrGcUF4Mk,spotify:track:5reQI13tWWYDLMrGcUF4Mk,https://api.spotify.com/v1/tracks/5reQI13tWWYDLMrGcUF4Mk,https://api.spotify.com/v1/audio-analysis/5reQI13tWWYDLMrGcUF4Mk,260080,4,nuestra canción,"monsieur periné, vicente garcia",not_hot
0.87,0.523,1,-8.052,0,0.0602,0.433,2.07e-05,0.113,0.319,110.02,audio_features,09gysnJpfQ3ublBmJDfcEC,spotify:track:09gysnJpfQ3ublBmJDfcEC,https://api.spotify.com/v1/tracks/09gysnJpfQ3ublBmJDfcEC,https://api.spotify.com/v1/audio-analysis/09gysnJpfQ3ublBmJDfcEC,204764,4,sad girlz luv money remix (feat. kali uchis and moliy),amaarae,not_hot
0.67,0.585,6,-4.861,0,0.0354,0.107,1.11e-06,0.131,0.447,110.03,audio_features,7i2DJ88J7jQ8K7zqFX2fW8,spotify:track:7i2DJ88J7jQ8K7zqFX2fW8,https://api.spotify.com/v1/tracks/7i2DJ88J7jQ8K7zqFX2fW8,https://api.spotify.com/v1/audio-analysis/7i2DJ88J7jQ8K7zqFX2fW8,214802,4,now or never,halsey,not_hot
0.612,0.912,2,-2.853,1,0.0796,0.064,0.000799,0.0843,0.472,90.006,audio_features,6Tj9KfzPp7tmgcDdsaPwGE,spotify:track:6Tj9KfzPp7tmgcDdsaPwGE,https://api.spotify.com/v1/tracks/6Tj9KfzPp7tmgcDdsaPwGE,https://api.spotify.com/v1/audio-analysis/6Tj9KfzPp7tmgcDdsaPwGE,174933,4,black mamba,aespa,not_hot
0.707,0.965,1,-0.736,1,0.105,0.15,1.38e-06,0.726,0.777,128.003,audio_features,7z6qHGEKxRtwtYym2epV7l,spotify:track:7z6qHGEKxRtwtYym2epV7l,https://api.spotify.com/v1/tracks/7z6qHGEKxRtwtYym2epV7l,https://api.spotify.com/v1/audio-analysis/7z6qHGEKxRtwtYym2epV7l,208271,4,踊,ado,not_hot
0.704,0.799,10,-5.532,1,0.201,0.0825,0.0,0.142,0.289,105.59,audio_features,2cNf5GbWl9qIkaUQkh8Dpr,spotify:track:2cNf5GbWl9qIkaUQkh8Dpr,https://api.spotify.com/v1/tracks/2cNf5GbWl9qIkaUQkh8Dpr,https://api.spotify.com/v1/audio-analysis/2cNf5GbWl9qIkaUQkh8Dpr,283375,4,ogni maledetto giorno,mostro,not_hot
0.682,0.9,9,-5.028,1,0.0874,0.0884,0.063,0.0685,0.937,100.721,audio_features,3jfZ9M23l0L7RxzYMTgBTv,spotify:track:3jfZ9M23l0L7RxzYMTgBTv,https://api.spotify.com/v1/tracks/3jfZ9M23l0L7RxzYMTgBTv,https://api.spotify.com/v1/audio-analysis/3jfZ9M23l0L7RxzYMTgBTv,179499,4,looking out for you,joy again,not_hot
0.762,0.797,6,-2.641,1,0.107,0.11,0.0,0.412,0.787,81.994,audio_features,6VOb0Kkrd45Bp5RHYSla2J,spotify:track:6VOb0Kkrd45Bp5RHYSla2J,https://api.spotify.com/v1/tracks/6VOb0Kkrd45Bp5RHYSla2J,https://api.spotify.com/v1/audio-analysis/6VOb0Kkrd45Bp5RHYSla2J,174932,4,perfecta,"reik, maluma",not_hot
0.956,0.854,9,-5.964,0,0.224,0.364,0.0,0.0251,0.968,120.771,audio_features,6ZKCcRjkXXUk67OfqS2fJT,spotify:track:6ZKCcRjkXXUk67OfqS2fJT,https://api.spotify.com/v1/tracks/6ZKCcRjkXXUk67OfqS2fJT,https://api.spotify.com/v1/audio-analysis/6ZKCcRjkXXUk67OfqS2fJT,249036,4,cypis - gdzie jest biały węgorz ? (zejście),cypisolo,not_hot
0.81,0.471,8,-5.047,1,0.0496,0.00554,0.000197,0.134,0.391,75.003,audio_features,2S93hylQBYLndMnaJuso8S,spotify:track:2S93hylQBYLndMnaJuso8S,https://api.spotify.com/v1/tracks/2S93hylQBYLndMnaJuso8S,https://api.spotify.com/v1/audio-analysis/2S93hylQBYLndMnaJuso8S,143292,4,"nicki nicole: bzrp music sessions, vol. 13","bizarrap, nicki nicole",not_hot
0.763,0.923,9,-3.108,0,0.191,0.103,0.0,0.105,0.934,121.074,audio_features,06VsoIC668pU516T6qrgkJ,spotify:track:06VsoIC668pU516T6qrgkJ,https://api.spotify.com/v1/tracks/06VsoIC668pU516T6qrgkJ,https://api.spotify.com/v1/audio-analysis/06VsoIC668pU516T6qrgkJ,165907,4,instruction (feat. demi lovato & stefflon don),jax jones,not_hot
0.74,0.613,8,-4.88,1,0.145,0.258,0.00372,0.123,0.473,75.023,audio_features,3ee8Jmje8o58CHK66QrVC2,spotify:track:3ee8Jmje8o58CHK66QrVC2,https://api.spotify.com/v1/tracks/3ee8Jmje8o58CHK66QrVC2,https://api.spotify.com/v1/audio-analysis/3ee8Jmje8o58CHK66QrVC2,166606,4,sad!,xxxtentacion,not_hot
0.573,0.31,3,-11.134,1,0.296,0.94,5.65e-06,0.198,0.764,177.601,audio_features,2zufEOvbBeIzYnRktwYk1W,spotify:track:2zufEOvbBeIzYnRktwYk1W,https://api.spotify.com/v1/tracks/2zufEOvbBeIzYnRktwYk1W,https://api.spotify.com/v1/audio-analysis/2zufEOvbBeIzYnRktwYk1W,233930,4,sola,manuel turizo,not_hot
0.381,0.505,7,-6.478,1,0.0278,0.293,4.27e-06,0.72,0.0869,140.995,audio_features,2BuhGnXpqMQ8BvOUZpmaVl,spotify:track:2BuhGnXpqMQ8BvOUZpmaVl,https://api.spotify.com/v1/tracks/2BuhGnXpqMQ8BvOUZpmaVl,https://api.spotify.com/v1/audio-analysis/2BuhGnXpqMQ8BvOUZpmaVl,568787,4,broken vessels,natasha midori,not_hot
0.693,0.717,9,-6.346,0,0.107,0.14,0.0,0.0464,0.412,99.836,audio_features,7gwLQ4tZ5UdZ7qNcDyJ8wr,spotify:track:7gwLQ4tZ5UdZ7qNcDyJ8wr,https://api.spotify.com/v1/tracks/7gwLQ4tZ5UdZ7qNcDyJ8wr,https://api.spotify.com/v1/audio-analysis/7gwLQ4tZ5UdZ7qNcDyJ8wr,234308,4,cold,"maroon 5, future",not_hot
0.816,0.71,7,-3.728,1,0.0398,0.165,0.0,0.292,0.784,93.02,audio_features,27RSJHEA99Y0Vsow7nA37A,spotify:track:27RSJHEA99Y0Vsow7nA37A,https://api.spotify.com/v1/tracks/27RSJHEA99Y0Vsow7nA37A,https://api.spotify.com/v1/audio-analysis/27RSJHEA99Y0Vsow7nA37A,208631,4,911 - remix,"sech, jhay cortez",not_hot
0.753,0.678,5,-5.421,1,0.0644,0.085,1.64e-06,0.13,0.583,96.006,audio_features,1p80LdxRV74UKvL8gnD7ky,spotify:track:1p80LdxRV74UKvL8gnD7ky,https://api.spotify.com/v1/tracks/1p80LdxRV74UKvL8gnD7ky,https://api.spotify.com/v1/audio-analysis/1p80LdxRV74UKvL8gnD7ky,231827,4,blank space,taylor swift,not_hot
0.767,0.516,0,-9.466,0,0.0619,0.134,0.0,0.503,0.786,102.013,audio_features,4eJqzRN15DabYK4byfWghD,spotify:track:4eJqzRN15DabYK4byfWghD,https://api.spotify.com/v1/tracks/4eJqzRN15DabYK4byfWghD,https://api.spotify.com/v1/audio-analysis/4eJqzRN15DabYK4byfWghD,180933,4,je ne parle pas français,namika,not_hot
0.861,0.534,5,-7.197,1,0.0303,0.521,0.000518,0.291,0.97,111.774,audio_features,5FFtF4qfE1fHDDp5EMe7Et,spotify:track:5FFtF4qfE1fHDDp5EMe7Et,https://api.spotify.com/v1/tracks/5FFtF4qfE1fHDDp5EMe7Et,https://api.spotify.com/v1/audio-analysis/5FFtF4qfE1fHDDp5EMe7Et,207920,4,mi lulu,gilli,not_hot
0.538,0.84,8,-6.384,0,0.061,0.225,0.0,0.129,0.718,140.024,audio_features,1cwth5tNynCfH2ZYCmShDc,spotify:track:1cwth5tNynCfH2ZYCmShDc,https://api.spotify.com/v1/tracks/1cwth5tNynCfH2ZYCmShDc,https://api.spotify.com/v1/audio-analysis/1cwth5tNynCfH2ZYCmShDc,255347,4,pembe mezarlık,model,not_hot
0.743,0.801,5,-4.097,0,0.0343,0.00598,2.46e-05,0.178,0.381,121.965,audio_features,5rL4NmFpTrOcS0K0KGz7Wb,spotify:track:5rL4NmFpTrOcS0K0KGz7Wb,https://api.spotify.com/v1/tracks/5rL4NmFpTrOcS0K0KGz7Wb,https://api.spotify.com/v1/audio-analysis/5rL4NmFpTrOcS0K0KGz7Wb,175082,4,tinted eyes (feat. blackbear & 24kgoldn),dvbbs,not_hot
0.671,0.711,2,-7.813,1,0.0478,0.422,0.0,0.104,0.466,113.809,audio_features,11IzgLRXV7Cgek3tEgGgjw,spotify:track:11IzgLRXV7Cgek3tEgGgjw,https://api.spotify.com/v1/tracks/11IzgLRXV7Cgek3tEgGgjw,https://api.spotify.com/v1/audio-analysis/11IzgLRXV7Cgek3tEgGgjw,248440,4,under pressure - remastered 2011,"queen, david bowie",not_hot
0.452,0.325,4,-8.687,0,0.0337,0.627,0.0,0.0645,0.33,97.987,audio_features,6wQgV6ZYt1snXyQV69mGT4,spotify:track:6wQgV6ZYt1snXyQV69mGT4,https://api.spotify.com/v1/tracks/6wQgV6ZYt1snXyQV69mGT4,https://api.spotify.com/v1/audio-analysis/6wQgV6ZYt1snXyQV69mGT4,205402,4,body,jordan suaste,not_hot
0.773,0.744,1,-6.103,0,0.0689,0.182,0.0,0.239,0.71,129.954,audio_features,1mJDRVCd0L65QSxfut8r3u,spotify:track:1mJDRVCd0L65QSxfut8r3u,https://api.spotify.com/v1/tracks/1mJDRVCd0L65QSxfut8r3u,https://api.spotify.com/v1/audio-analysis/1mJDRVCd0L65QSxfut8r3u,202933,4,fo sho,good job nicky,not_hot
0.755,0.623,3,-5.791,1,0.0629,0.465,0.0,0.212,0.907,144.978,audio_features,1PMFC2sESWeDrIwUqjOgBD,spotify:track:1PMFC2sESWeDrIwUqjOgBD,https://api.spotify.com/v1/tracks/1PMFC2sESWeDrIwUqjOgBD,https://api.spotify.com/v1/audio-analysis/1PMFC2sESWeDrIwUqjOgBD,167692,3,a tu merced,bad bunny,not_hot
0.686,0.541,0,-4.993,0,0.0493,0.042,0.0,0.0675,0.724,120.082,audio_features,6ap9lSRJ0iLriGLqoJ44cq,spotify:track:6ap9lSRJ0iLriGLqoJ44cq,https://api.spotify.com/v1/tracks/6ap9lSRJ0iLriGLqoJ44cq,https://api.spotify.com/v1/audio-analysis/6ap9lSRJ0iLriGLqoJ44cq,112493,4,city of angels,24kgoldn,not_hot
0.345,0.941,9,-9.918,1,0.0466,3.84e-05,0.633,0.0511,0.407,179.626,audio_features,7EkWXAI1wn8Ii883ecd9xr,spotify:track:7EkWXAI1wn8Ii883ecd9xr,https://api.spotify.com/v1/tracks/7EkWXAI1wn8Ii883ecd9xr,https://api.spotify.com/v1/audio-analysis/7EkWXAI1wn8Ii883ecd9xr,147062,4,freaks,surf curse,not_hot
0.66,0.205,6,-25.16,1,0.0342,0.725,0.912,0.0856,0.184,139.866,audio_features,6ndwXLb0911rcUDnSnUd1P,spotify:track:6ndwXLb0911rcUDnSnUd1P,https://api.spotify.com/v1/tracks/6ndwXLb0911rcUDnSnUd1P,https://api.spotify.com/v1/audio-analysis/6ndwXLb0911rcUDnSnUd1P,123515,4,gebe auf.,lune,not_hot
0.756,0.736,8,-6.206,1,0.153,0.49,0.0,0.04,0.944,62.078,audio_features,3nIpZR9wXpZIoOuDZd9p6f,spotify:track:3nIpZR9wXpZIoOuDZd9p6f,https://api.spotify.com/v1/tracks/3nIpZR9wXpZIoOuDZd9p6f,https://api.spotify.com/v1/audio-analysis/3nIpZR9wXpZIoOuDZd9p6f,233291,4,parranda de navidad,tania,not_hot
0.652,0.557,1,-5.714,0,0.0318,0.74,0.0,0.124,0.483,150.073,audio_features,2qxmye6gAegTMjLKEBoR3d,spotify:track:2qxmye6gAegTMjLKEBoR3d,https://api.spotify.com/v1/tracks/2qxmye6gAegTMjLKEBoR3d,https://api.spotify.com/v1/audio-analysis/2qxmye6gAegTMjLKEBoR3d,169354,4,let me down slowly,alec benjamin,not_hot
0.584,0.54,1,-7.786,0,0.0576,0.0895,0.0,0.261,0.195,137.972,audio_features,3ebXMykcMXOcLeJ9xZ17XH,spotify:track:3ebXMykcMXOcLeJ9xZ17XH,https://api.spotify.com/v1/tracks/3ebXMykcMXOcLeJ9xZ17XH,https://api.spotify.com/v1/audio-analysis/3ebXMykcMXOcLeJ9xZ17XH,220883,4,scared to be lonely,"martin garrix, dua lipa",not_hot
0.713,0.658,0,-5.362,1,0.0748,0.0161,0.000138,0.0607,0.539,115.024,audio_features,2jRGYG8U5bJzWOH6FLuzvO,spotify:track:2jRGYG8U5bJzWOH6FLuzvO,https://api.spotify.com/v1/tracks/2jRGYG8U5bJzWOH6FLuzvO,https://api.spotify.com/v1/audio-analysis/2jRGYG8U5bJzWOH6FLuzvO,192000,4,it ain't me (with selena gomez),kygo,not_hot
0.857,0.647,11,-4.152,0,0.0984,0.391,1.2e-06,0.0842,0.553,95.982,audio_features,4lzxJ4jCuFDXXGkE1LmpKR,spotify:track:4lzxJ4jCuFDXXGkE1LmpKR,https://api.spotify.com/v1/tracks/4lzxJ4jCuFDXXGkE1LmpKR,https://api.spotify.com/v1/audio-analysis/4lzxJ4jCuFDXXGkE1LmpKR,267500,4,verte ir,"dj luian, mambo kingz, anuel aa, nicky jam, darell, brytiago",not_hot
0.667,0.719,7,-5.371,0,0.0346,0.00285,8.1e-05,0.0736,0.717,100.021,audio_features,7szuecWAPwGoV1e5vGu8tl,spotify:track:7szuecWAPwGoV1e5vGu8tl,https://api.spotify.com/v1/tracks/7szuecWAPwGoV1e5vGu8tl,https://api.spotify.com/v1/audio-analysis/7szuecWAPwGoV1e5vGu8tl,237520,4,in your eyes,the weeknd,not_hot
0.169,1.0,11,-14.327,1,0.0677,0.968,0.468,0.833,1e-05,116.682,audio_features,2pWeiW8PnZ6W7ThO9UKDFT,spotify:track:2pWeiW8PnZ6W7ThO9UKDFT,https://api.spotify.com/v1/tracks/2pWeiW8PnZ6W7ThO9UKDFT,https://api.spotify.com/v1/audio-analysis/2pWeiW8PnZ6W7ThO9UKDFT,136000,4,nonstop,drake,not_hot
0.54,0.474,10,-7.589,1,0.0294,0.372,0.0,0.118,0.22,128.051,audio_features,5EXpL9orGpIsscSyBgPdSx,spotify:track:5EXpL9orGpIsscSyBgPdSx,https://api.spotify.com/v1/tracks/5EXpL9orGpIsscSyBgPdSx,https://api.spotify.com/v1/audio-analysis/5EXpL9orGpIsscSyBgPdSx,264160,4,說謊,yoga lin,not_hot
0.789,0.47,4,-10.089,0,0.136,0.166,0.0,0.13,0.798,142.081,audio_features,1jgN7Uraxy2UgwAsGm5yo0,spotify:track:1jgN7Uraxy2UgwAsGm5yo0,https://api.spotify.com/v1/tracks/1jgN7Uraxy2UgwAsGm5yo0,https://api.spotify.com/v1/audio-analysis/1jgN7Uraxy2UgwAsGm5yo0,191384,4,þráhyggja,"jóipé, króli",not_hot
0.943,0.92,7,-5.788,1,0.0668,0.0698,0.494,0.125,0.406,119.983,audio_features,2fiNbfoUP150yrZom2xdgA,spotify:track:2fiNbfoUP150yrZom2xdgA,https://api.spotify.com/v1/tracks/2fiNbfoUP150yrZom2xdgA,https://api.spotify.com/v1/audio-analysis/2fiNbfoUP150yrZom2xdgA,193500,4,mueve la cadera,"el alfa, chael produciendo, kiko el crazy",not_hot
0.433,0.431,2,-6.422,1,0.0367,0.169,0.0,0.307,0.722,177.732,audio_features,63bmZnBN1CiJ9sA4qTEe8y,spotify:track:63bmZnBN1CiJ9sA4qTEe8y,https://api.spotify.com/v1/tracks/63bmZnBN1CiJ9sA4qTEe8y,https://api.spotify.com/v1/audio-analysis/63bmZnBN1CiJ9sA4qTEe8y,199320,4,adiós amor,christian nodal,not_hot
0.905,0.389,8,-14.505,1,0.332,0.74,0.162,0.106,0.196,120.046,audio_features,4SSnFejRGlZikf02HLewEF,spotify:track:4SSnFejRGlZikf02HLewEF,https://api.spotify.com/v1/tracks/4SSnFejRGlZikf02HLewEF,https://api.spotify.com/v1/audio-analysis/4SSnFejRGlZikf02HLewEF,193143,4,bury a friend,billie eilish,not_hot
0.66,0.606,1,-6.124,0,0.0408,0.434,0.0,0.312,0.359,144.019,audio_features,0j4cp73OD9cUUfJOgiSchU,spotify:track:0j4cp73OD9cUUfJOgiSchU,https://api.spotify.com/v1/tracks/0j4cp73OD9cUUfJOgiSchU,https://api.spotify.com/v1/audio-analysis/0j4cp73OD9cUUfJOgiSchU,136000,4,to my queen,tyson yoshi,not_hot
0.836,0.484,2,-7.332,1,0.327,0.0454,0.0,0.0557,0.839,95.941,audio_features,2p9sprAX27D6U5cuSE9NsM,spotify:track:2p9sprAX27D6U5cuSE9NsM,https://api.spotify.com/v1/tracks/2p9sprAX27D6U5cuSE9NsM,https://api.spotify.com/v1/audio-analysis/2p9sprAX27D6U5cuSE9NsM,222933,4,fendi,rakhim,not_hot
0.551,0.44,10,-8.559,1,0.0985,0.606,3.02e-05,0.11,0.341,167.923,audio_features,5kfNriitmkNE8mUbZ7gbq8,spotify:track:5kfNriitmkNE8mUbZ7gbq8,https://api.spotify.com/v1/tracks/5kfNriitmkNE8mUbZ7gbq8,https://api.spotify.com/v1/audio-analysis/5kfNriitmkNE8mUbZ7gbq8,210667,4,saturday nights,khalid,not_hot
0.708,0.782,2,-4.687,1,0.0674,0.00772,0.0,0.107,0.484,119.997,audio_features,3ggtU1ZOKO8ZNiqPNyXGcm,spotify:track:3ggtU1ZOKO8ZNiqPNyXGcm,https://api.spotify.com/v1/tracks/3ggtU1ZOKO8ZNiqPNyXGcm,https://api.spotify.com/v1/audio-analysis/3ggtU1ZOKO8ZNiqPNyXGcm,160880,4,dinero,trinidad cardona,not_hot
0.668,0.705,9,-5.731,0,0.0356,0.0274,0.0,0.215,0.549,129.984,audio_features,2FymmKBuog0loCuNXMwQID,spotify:track:2FymmKBuog0loCuNXMwQID,https://api.spotify.com/v1/tracks/2FymmKBuog0loCuNXMwQID,https://api.spotify.com/v1/audio-analysis/2FymmKBuog0loCuNXMwQID,186760,4,ready to love you,hedegaard,not_hot
0.414,0.486,6,-6.431,0,0.0311,0.0129,0.0,0.111,0.368,128.038,audio_features,4ut5G4rgB1ClpMTMfjoIuy,spotify:track:4ut5G4rgB1ClpMTMfjoIuy,https://api.spotify.com/v1/tracks/4ut5G4rgB1ClpMTMfjoIuy,https://api.spotify.com/v1/audio-analysis/4ut5G4rgB1ClpMTMfjoIuy,230762,4,high on life (feat. bonn),martin garrix,not_hot
0.739,0.448,10,-10.28,0,0.138,0.189,0.0,0.118,0.553,81.044,audio_features,248OFOZef6ShXv6DGgbnxU,spotify:track:248OFOZef6ShXv6DGgbnxU,https://api.spotify.com/v1/tracks/248OFOZef6ShXv6DGgbnxU,https://api.spotify.com/v1/audio-analysis/248OFOZef6ShXv6DGgbnxU,206533,4,saved,khalid,not_hot
0.703,0.868,7,-4.661,0,0.0291,0.15,0.132,0.104,0.733,121.03,audio_features,1NDxZ7cFAo481dtYWdrUnR,spotify:track:1NDxZ7cFAo481dtYWdrUnR,https://api.spotify.com/v1/tracks/1NDxZ7cFAo481dtYWdrUnR,https://api.spotify.com/v1/audio-analysis/1NDxZ7cFAo481dtYWdrUnR,193613,4,pretty girl - cheat codes x cade remix,maggie lindemann,not_hot
0.722,0.62,0,-3.639,1,0.0483,0.313,0.0,0.26,0.474,127.978,audio_features,58qO4dGa5SgNdtvqvpewyz,spotify:track:58qO4dGa5SgNdtvqvpewyz,https://api.spotify.com/v1/tracks/58qO4dGa5SgNdtvqvpewyz,https://api.spotify.com/v1/audio-analysis/58qO4dGa5SgNdtvqvpewyz,186786,4,old me,5 seconds of summer,not_hot
0.587,0.411,8,-8.758,1,0.0475,0.185,0.0,0.273,0.53,140.277,audio_features,4O2bxKTnK9En7OPw8kGDDF,spotify:track:4O2bxKTnK9En7OPw8kGDDF,https://api.spotify.com/v1/tracks/4O2bxKTnK9En7OPw8kGDDF,https://api.spotify.com/v1/audio-analysis/4O2bxKTnK9En7OPw8kGDDF,175125,4,amor fugaz,los del limit,not_hot
0.785,0.588,9,-4.518,0,0.118,0.216,0.0,0.11,0.301,140.089,audio_features,2AoKiaQylcQaUwsJNKdJOo,spotify:track:2AoKiaQylcQaUwsJNKdJOo,https://api.spotify.com/v1/tracks/2AoKiaQylcQaUwsJNKdJOo,https://api.spotify.com/v1/audio-analysis/2AoKiaQylcQaUwsJNKdJOo,446099,4,punto g - remix,"brytiago, darell, arcangel, ñengo flow, farruko, de la ghetto",not_hot
0.708,0.56,9,-7.132,1,0.129,0.0668,0.0,0.111,0.411,163.043,audio_features,7FfpP3YZ6fOWMdxkIAtud9,spotify:track:7FfpP3YZ6fOWMdxkIAtud9,https://api.spotify.com/v1/tracks/7FfpP3YZ6fOWMdxkIAtud9,https://api.spotify.com/v1/audio-analysis/7FfpP3YZ6fOWMdxkIAtud9,230520,4,krippy kush,"farruko, bad bunny, rvssian",not_hot
0.8,0.756,7,-4.4,0,0.0367,0.687,2.06e-06,0.111,0.456,113.204,audio_features,0Jh6iWjna1wk5le0Ahn7No,spotify:track:0Jh6iWjna1wk5le0Ahn7No,https://api.spotify.com/v1/tracks/0Jh6iWjna1wk5le0Ahn7No,https://api.spotify.com/v1/audio-analysis/0Jh6iWjna1wk5le0Ahn7No,193444,3,la vie qu'on mène,ninho,not_hot
0.842,0.717,11,-8.025,0,0.0668,0.000313,0.000385,0.096,0.862,135.983,audio_features,7ckYWTWqIfuUTuGXFHLqPQ,spotify:track:7ckYWTWqIfuUTuGXFHLqPQ,https://api.spotify.com/v1/tracks/7ckYWTWqIfuUTuGXFHLqPQ,https://api.spotify.com/v1/audio-analysis/7ckYWTWqIfuUTuGXFHLqPQ,206471,4,flad ud fynbo,futte fynbo,not_hot
0.633,0.592,0,-7.245,0,0.112,0.197,0.0,0.099,0.679,90.066,audio_features,2Gl0FzuLxflY6nPifJp5Dr,spotify:track:2Gl0FzuLxflY6nPifJp5Dr,https://api.spotify.com/v1/tracks/2Gl0FzuLxflY6nPifJp5Dr,https://api.spotify.com/v1/audio-analysis/2Gl0FzuLxflY6nPifJp5Dr,193511,4,first time,"kygo, ellie goulding",not_hot
0.448,0.824,5,-4.249,0,0.057,0.0739,0.0,0.113,0.419,119.965,audio_features,76Tuo484SLohJakHLnGI3B,spotify:track:76Tuo484SLohJakHLnGI3B,https://api.spotify.com/v1/tracks/76Tuo484SLohJakHLnGI3B,https://api.spotify.com/v1/audio-analysis/76Tuo484SLohJakHLnGI3B,213693,4,sweet melody,little mix,not_hot
0.817,0.651,8,-5.515,0,0.0786,0.426,0.00116,0.0812,0.677,95.033,audio_features,2idz5X1F04hmeIiykbKivn,spotify:track:2idz5X1F04hmeIiykbKivn,https://api.spotify.com/v1/tracks/2idz5X1F04hmeIiykbKivn,https://api.spotify.com/v1/audio-analysis/2idz5X1F04hmeIiykbKivn,183160,4,quiero repetir,"ozuna, j balvin",not_hot
0.874,0.521,11,-8.727,0,0.215,0.335,1.19e-06,0.0976,0.421,98.006,audio_features,0bvfPuLkxr4iNfgfF9LsiY,spotify:track:0bvfPuLkxr4iNfgfF9LsiY,https://api.spotify.com/v1/tracks/0bvfPuLkxr4iNfgfF9LsiY,https://api.spotify.com/v1/audio-analysis/0bvfPuLkxr4iNfgfF9LsiY,171844,4,bésame,"gian varela, ecko, feid",not_hot
0.868,0.795,11,-6.044,1,0.269,0.0012,0.0193,0.0461,0.819,166.0,audio_features,1XXimziG1uhM0eDNCZCrUl,spotify:track:1XXimziG1uhM0eDNCZCrUl,https://api.spotify.com/v1/tracks/1XXimziG1uhM0eDNCZCrUl,https://api.spotify.com/v1/audio-analysis/1XXimziG1uhM0eDNCZCrUl,156945,4,up,cardi b,not_hot
0.449,0.923,1,-5.97,1,0.082,0.0193,0.869,0.365,0.616,143.744,audio_features,7mlagGXcvSapZdWesGpmdS,spotify:track:7mlagGXcvSapZdWesGpmdS,https://api.spotify.com/v1/tracks/7mlagGXcvSapZdWesGpmdS,https://api.spotify.com/v1/audio-analysis/7mlagGXcvSapZdWesGpmdS,84817,3,toxxxic,josman,not_hot
0.813,0.876,1,-2.92,0,0.0922,0.024,0.0,0.287,0.757,98.989,audio_features,34OSqW5ULWxmCEMjJ1ZgVW,spotify:track:34OSqW5ULWxmCEMjJ1ZgVW,https://api.spotify.com/v1/tracks/34OSqW5ULWxmCEMjJ1ZgVW,https://api.spotify.com/v1/audio-analysis/34OSqW5ULWxmCEMjJ1ZgVW,232966,4,anpanman,bts,not_hot
0.735,0.478,2,-12.472,1,0.0293,0.189,2.48e-06,0.355,0.947,107.682,audio_features,2FRnf9qhLbvw8fu4IBXx78,spotify:track:2FRnf9qhLbvw8fu4IBXx78,https://api.spotify.com/v1/tracks/2FRnf9qhLbvw8fu4IBXx78,https://api.spotify.com/v1/audio-analysis/2FRnf9qhLbvw8fu4IBXx78,262960,4,last christmas,wham!,not_hot
0.81,0.471,9,-7.002,0,0.047,0.109,0.0,0.275,0.776,120.049,audio_features,6DO6RhWMkNezxS5PD44SJT,spotify:track:6DO6RhWMkNezxS5PD44SJT,https://api.spotify.com/v1/tracks/6DO6RhWMkNezxS5PD44SJT,https://api.spotify.com/v1/audio-analysis/6DO6RhWMkNezxS5PD44SJT,157200,4,quiero que vuelvas,alejandro fernández,not_hot
